iter	Logloss
277	0.2729422171
278	0.2729276971
279	0.2728956769
280	0.2728615107
281	0.2728502995
282	0.272789793
283	0.272473426
284	0.2724377882
285	0.2723808765
286	0.2723602297
287	0.2723390483
288	0.2722795309
289	0.2721732842
290	0.2721329612
291	0.2721327139
292	0.2720940016
293	0.272019618
294	0.2719752729
295	0.2719517213
296	0.2719206663
297	0.2718831978
298	0.2718601666
299	0.2717699368
300	0.2717232156
301	0.2717177748
302	0.2717015504
303	0.271671235
304	0.2716162169
305	0.2715771613
306	0.2715238576
307	0.2715073232
308	0.2714535341
309	0.2713909897
310	0.2713621603
311	0.2712199357
312	0.2712174058
313	0.2711533671
314	0.2710866249
315	0.2710275388
316	0.2710004566
317	0.2709586033
318	0.2707261572
319	0.2707223509
320	0.2707220023
321	0.2706768887
322	0.2705743419
323	0.2705369406
324	0.2704892178
325	0.2704564962
326	0.270400397
327	0.2703675787
328	0.2702183247
329	0.2701887563
330	0.2701451303
331	0.2701432917
332	0.2701284432
333	0.2701248026
334	0.2700709572
335	0.2699962495
336	0.269970035
337	0.2699325297
338	0.2698869518
339	0.269796823
340	0.2697208424
341	0.269708388
342	0.269656796
343	0.2696397453
344	0.269639006
345	0.2695928897
346	0.2695928699
347	0.2695157933
348	0.2695147271
349	0.2694894686
350	0.2694584937
351	0.2694024511
352	0.269351023
353	0.2693465821
354	0.2693211266
355	0.2692908863
356	0.269172819
357	0.2691557507
358	0.2691211346
359	0.2690916113
360	0.2690862701
361	0.2689688162
362	0.2689648507
363	0.2689434685
364	0.2689011961
365	0.2688715454
366	0.2688402699
367	0.268779332
368	0.2687765528
369	0.2687559088
370	0.2687260635
371	0.2686859556
372	0.2686336449
373	0.2686332513
374	0.2685970314
375	0.2685877916
376	0.2685866169
377	0.2685206871
378	0.2684763237
379	0.2684242479
380	0.2684109636
381	0.2682970685
382	0.2682903501
383	0.2682829864
384	0.2682403985
385	0.2682394855
386	0.268131035
387	0.2681198509
388	0.2681104934
389	0.2680971334
390	0.2680961362
391	0.2680950489
392	0.2680823714
393	0.2679032399
394	0.2677870125
395	0.2677529759
396	0.2677322802
397	0.2677297666
398	0.2677240812
399	0.2676915942
400	0.267690774
401	0.2676899858
402	0.2676808475
403	0.2676660459
404	0.2676497801
405	0.2676489389
406	0.2675988655
407	0.2674445871
408	0.2674280847
409	0.2673980099
410	0.2673505649
411	0.2673104403
412	0.2673054361
413	0.2673050653
414	0.2672912438
415	0.2672621594
416	0.2672486908
417	0.2672366478
418	0.267159271
419	0.267143999
420	0.267113448
421	0.2670822962
422	0.2670280817
423	0.2669755358
424	0.2669280986
425	0.26689976
426	0.2668660465
427	0.2668377255
428	0.2668367792
429	0.2667190903
430	0.266648633
431	0.2665923615
432	0.2665881941
433	0.2665354154
434	0.2665157394
435	0.2664816746
436	0.2664624752
437	0.2664492921
438	0.266447955
439	0.2664431571
440	0.2663953742
441	0.2663772566
442	0.2663308592
443	0.266315833
444	0.2662782189
445	0.2662770708
446	0.2662633684
447	0.2662491074
448	0.2662468474
449	0.2662354318
450	0.2661968341
451	0.2661156425
452	0.2661038688
453	0.2660344223
454	0.265975243
455	0.2658937657
456	0.2658671799
457	0.265859831
458	0.2657800179
459	0.2657320042
460	0.2656536214
461	0.2656382805
462	0.2655716497
463	0.2655200725
464	0.265517166
465	0.2654782238
466	0.2654780491
467	0.2654714666
468	0.2654527314
469	0.2654255541
470	0.2654039699
471	0.265394698
472	0.2653946922
473	0.2653849011
474	0.2653686668
475	0.2653430711
476	0.2653390801
477	0.2653379015
478	0.2653374197
479	0.2652740627
480	0.2652453207
481	0.2652347704
482	0.2652280453
483	0.2652134144
484	0.2652132111
485	0.2652126792
486	0.2651692546
487	0.2651655736
488	0.2651456939
489	0.2651450116
490	0.2651214139
491	0.2651142921
492	0.2651141842
493	0.265105842
494	0.2650825317
495	0.265060361
496	0.2650576664
497	0.2650364118
498	0.2650066285
499	0.2650041157
500	0.2650026604
501	0.2649932468
502	0.264976436
503	0.264974185
504	0.2649739955
505	0.2649625383
506	0.2649433253
507	0.2649429763
508	0.2649039637
509	0.2649036557
510	0.2648956058
511	0.2648956028
512	0.2648906416
513	0.2648732497
514	0.2648730582
515	0.2648069648
516	0.2648010415
517	0.2647817808
518	0.2647618417
519	0.2647483245
520	0.2647353099
521	0.2646841798
522	0.2646507569
523	0.2646341674
524	0.2646082704
525	0.2645960806
526	0.2645550383
527	0.2645109004
528	0.2644985851
529	0.26445412
530	0.2644449022
531	0.264397344
532	0.2643646098
533	0.2643421445
534	0.2642870913
535	0.2642846852
536	0.2642458629
537	0.264216983
538	0.2641593749
539	0.2641305916
540	0.2641266471
541	0.2641113982
542	0.2640599045
543	0.2640445753
544	0.2640227826
545	0.2640136873
546	0.2639881931
547	0.2639685438
548	0.263949695
549	0.263938533
550	0.2639312258
551	0.263930083
552	0.2639288535
553	0.2638505695
554	0.2638263552
555	0.2637580291
556	0.2637394863
557	0.2636648508
558	0.2636106597
559	0.2635799249
560	0.2635779045
561	0.2635764394
562	0.2635193552
563	0.2635109687
564	0.2634737121
565	0.2634324299
566	0.2633908354
567	0.2633777339
568	0.2633435308
569	0.2633051609
570	0.2632815836
571	0.2632452512
572	0.2631875428
573	0.2631807049
574	0.2631082257
575	0.2631037219
576	0.2631037185
577	0.2630980331
578	0.2630856029
579	0.2630683507
580	0.2630680153
581	0.2630562049
582	0.2630495547
583	0.2630432048
584	0.2630070792
585	0.2629809716
586	0.2629385548
587	0.2629248188
588	0.2629158807
589	0.2629123756
590	0.262875922
591	0.2628503554
592	0.2628242027
593	0.2628232828
594	0.2628231686
595	0.2627984755
596	0.2627681034
597	0.2627675078
598	0.2627401612
599	0.2627388543
600	0.2627386988
601	0.262698404
602	0.2626981396
603	0.2626924443
604	0.2626846604
605	0.2626665486
606	0.2626632388
607	0.2626587934
608	0.2626527023
609	0.2626405981
610	0.2626230751
611	0.2626156052
612	0.2625849932
613	0.262565803
614	0.262563226
615	0.2624789929
616	0.262474968
617	0.262456001
618	0.2624369012
619	0.2624237083
620	0.2623380566
621	0.2623380539
622	0.2623363774
623	0.2622690217
624	0.2622372543
625	0.2622328091
626	0.2622082338
627	0.2621743245
628	0.2621485848
629	0.2621416127
630	0.2621152978
631	0.2621149612
632	0.262114959
633	0.2620863868
634	0.2620863847
635	0.2620717197
636	0.2620717177
637	0.2620687195
638	0.2620628736
639	0.2620340907
640	0.2620302666
641	0.2620192013
642	0.2620108429
643	0.2620105477
644	0.261981532
645	0.261933999
646	0.2619336774
647	0.2619169356
648	0.2618796555
649	0.2618614121
650	0.2618520575
651	0.2618330713
652	0.2618085659
653	0.2617638586
654	0.2617546789
655	0.2617477338
656	0.2617404361
657	0.261735605
658	0.2617249479
659	0.261719308
660	0.2617150084
661	0.2617038957
662	0.2616987737
663	0.2616912259
664	0.2616896806
665	0.2616734511
666	0.261636816
667	0.2616335652
668	0.2616320744
669	0.2616297446
670	0.2616188684
671	0.2616188673
672	0.2616187263
673	0.2616187252
674	0.2616158253
675	0.2616082711
676	0.2615838784
677	0.2615652559
678	0.2615527029
679	0.2615525857
680	0.2615525847
681	0.2615475928
682	0.261540207
683	0.2615396063
684	0.2615291047
685	0.261522914
686	0.2615229131
687	0.2615178836
688	0.2615038207
689	0.2615035743
690	0.261473759
691	0.2614721548
692	0.2614714932
693	0.2614551656
694	0.2614550096
695	0.2614527575
696	0.261435005
697	0.2614224981
698	0.2614048073
699	0.261392376
700	0.26138155
701	0.2613815491
702	0.2612834452
703	0.2612834189
704	0.2612834177
705	0.2612700579
706	0.2612091679
707	0.2611819747
708	0.2611819554
709	0.2611741048
710	0.2611501207
711	0.2611501195
712	0.2611501182
713	0.2611466456
714	0.2611463612
715	0.2610943207
716	0.2610739546
717	0.2610550225
718	0.2610082137
719	0.260979308
720	0.2609703957
721	0.2609699042
722	0.2609579135
723	0.2609556187
724	0.2609356466
725	0.2609353011
726	0.2608814517
727	0.2608781355
728	0.2608714345
729	0.2608665814
730	0.260818645
731	0.2608065193
732	0.2608047712
733	0.2608023983
734	0.2608007457
735	0.2608004659
736	0.2607995514
737	0.2607833442
738	0.2607528399
739	0.2607270046
740	0.2607086238
741	0.2607000439
742	0.2606994061
743	0.2606902422
744	0.2606898207
745	0.2606832024
746	0.2606762199
747	0.2606709689
748	0.2606702019
749	0.2606571898
750	0.2606542439
751	0.2606530335
752	0.2606530323
753	0.2606415635
754	0.2606376595
755	0.2606322339
756	0.2606317146
757	0.2606171755
758	0.2606077805
759	0.2605944878
760	0.2605410283
761	0.2605192291
762	0.260515951
763	0.2605100697
764	0.26050029
765	0.2604913228
766	0.2604795772
767	0.2604779864
768	0.2604662786
769	0.2604609576
770	0.2604479992
771	0.2604455246
772	0.2604449584
773	0.2604226615
774	0.2604106346
775	0.2603994222
776	0.2603963225
777	0.260391042
778	0.2603837098
779	0.2603815074
780	0.2603738161
781	0.260359766
782	0.2603155279
783	0.2603148443
784	0.2603148433
785	0.2602844814
786	0.2602721247
787	0.2602622194
788	0.2602229872
789	0.2601784526
790	0.2601500592
791	0.2601391859
792	0.2601242174
793	0.2601142428
794	0.2600440511
795	0.2600440493
796	0.2600440476
797	0.2600438499
798	0.2600105055
799	0.2600025774
800	0.2599901234
801	0.259990122
802	0.2599901207
803	0.2599901195
804	0.2599894712
805	0.2599685935
806	0.2599605747
807	0.2599586607
808	0.2599539783
809	0.2599428055
810	0.2599423721
811	0.2599420787
812	0.2599417165
813	0.2599168736
814	0.2598725333
815	0.259872443
816	0.2598668262
817	0.2598640559
818	0.2598630314
819	0.2598629245
820	0.2598531945
821	0.2598531065
822	0.2598488302
823	0.2598481399
824	0.259818649
825	0.2598103857
826	0.2597978408
827	0.2597857499
828	0.2597748382
829	0.2597225343
830	0.2597080878
831	0.259694685
832	0.2596537238
833	0.2596415043
834	0.2596361176
835	0.2596265774
836	0.2596261659
837	0.2595994097
838	0.2595982585
839	0.2595981464
840	0.2595932732
841	0.2595626287
842	0.2595542662
843	0.2595510289
844	0.2595408604
845	0.2594884568
846	0.2594882382
847	0.2594835083
848	0.2594774216
849	0.2594774204
850	0.2594762551
851	0.259472858
852	0.2594685389
853	0.2594563916
854	0.2594563906
855	0.2594563896
856	0.259456323
857	0.2594528337
858	0.2594527019
859	0.2594387825
860	0.2594386896
861	0.2594385194
862	0.2594309023
863	0.2594283518
864	0.2593754074
865	0.2593743177
866	0.2593354567
867	0.2593354559
868	0.2593283556
869	0.2593273014
870	0.2593094761
871	0.2593086563
872	0.2593053309
873	0.2592487627
874	0.2592320079
875	0.2592316409
876	0.2592305284
877	0.2592289399
878	0.2592251863
879	0.2592181079
880	0.2592181072
881	0.259210361
882	0.2592083488
883	0.2591466218
884	0.2591460173
885	0.2591459004
886	0.2591453556
887	0.2591360917
888	0.259136091
889	0.2591301687
890	0.2591298918
891	0.2591264405
892	0.2591223674
893	0.2591197705
894	0.2590956437
895	0.2590954285
896	0.2590930927
897	0.2590831331
898	0.2590829343
899	0.2590314407
900	0.2590077626
901	0.259007505
902	0.2590065017
903	0.2590056173
904	0.2590056167
905	0.2590056161
906	0.2590038732
907	0.2589835478
908	0.2589811885
909	0.2589773812
910	0.258956794
911	0.2588983109
912	0.2588967068
913	0.2588910386
914	0.2588860946
915	0.258886094
916	0.2588245833
917	0.2587701651
918	0.2587661948
919	0.2587564619
920	0.2587555306
921	0.2587514344
922	0.2587489499
923	0.2587445938
924	0.2587438161
925	0.2587408183
926	0.258718282
927	0.2587117334
928	0.2587048567
929	0.2586964462
930	0.2586935416
931	0.2586923429
932	0.2586922911
933	0.2586893187
934	0.2586797492
935	0.258664217
936	0.2586615234
937	0.2586608345
938	0.2585913059
939	0.2585913048
940	0.2585519294
941	0.2585510944
942	0.2585507425
943	0.2585489295
944	0.2585336363
945	0.2585292006
946	0.2585195835
947	0.2585193269
948	0.2585154374
949	0.2585077519
950	0.2585019735
951	0.2585019729
952	0.2585007648
953	0.2584424392
954	0.258441981
955	0.2584419804
956	0.2584419799
957	0.2584021191
958	0.2583980704
959	0.2583894656
960	0.2583867191
961	0.2583807382
962	0.2583803149
963	0.2583803145
964	0.2583753791
965	0.2583656347
966	0.2583629321
967	0.2583541628
968	0.2583287549
969	0.2583092709
970	0.2582931821
971	0.2582908508
972	0.258290551
973	0.2582681809
974	0.2582679445
975	0.2582676686
976	0.2582093235
977	0.25820318
978	0.2581793657
979	0.2581741504
980	0.258137583
981	0.2581274161
982	0.2581271203
983	0.2581156789
984	0.2581153157
985	0.2581025735
986	0.2581003955
987	0.2580979007
988	0.2580953345
989	0.2580942166
990	0.2580942038
991	0.2580857149
992	0.2580855567
993	0.2580790715
994	0.2580781454
995	0.2580744061
996	0.2580744056
997	0.2580534565
998	0.2580027538
999	0.2579996783
